Month,Posting Date,Category,CustomerName,,Ship-to Code,BILL TO STATE,Item/Service Description,Qty,Basic Value
May-2024,07/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,SBA20 BK,-1,"-1,016.10"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW20 BK,-1,-846.61
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BH31 BK,-8,"-9,654.56"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06-TYPE-C-BL,-1,-350.85
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Chattisgarh,SBA15 BK,-1,-829.66
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBW550 BK,1,"8,600.85"
May-2024,07/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,SBA20-PRO-BK,-1,"-1,439.83"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA20 BK,-1,"-1,110.21"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Telangana,SBA01-REKURVE-BK,-1,"-5,083.90"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Gujarat,SBW550 BK,-1,"-8,473.73"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW100 XTREME BK,-2,"-2,201.70"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BH31 BK,1,"1,058.47"
May-2024,07/05/2024,Customer Sale,GOKWIK COMMERCE SOLUTIONS PRIVATE LIMITED,,,Maharashtra,SBA10 GOLD,-1,-910.21
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,EM06-TYPE-C-BL,-1,-295.76
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA10 GOLD,1,973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Tamil Nadu,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,GOKWIK COMMERCE SOLUTIONS PRIVATE LIMITED,,,Karnataka,SBA10 GOLD,-1,-910.21
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA15 BK,1,816.95
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06-TYPE-C-BL,1,350.85
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BE100-XTREME-BK,-1,"-1,016.10"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Madhya Pradesh,SBA15 BK,-1,-816.95
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,West Bengal,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Gujarat,BTW20 GR,-1,-761.86
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BH31 BK,1,"1,227.97"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,West Bengal,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BTW100 KHROME BL,-1,"-1,041.53"
May-2024,07/05/2024,Customer Sale,DELHIVERY-COD,,,West Bengal,SBA15 BK,-1,-829.66
May-2024,07/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,BH31 BK,4,"4,094.88"
May-2024,07/05/2024,Customer Sale,GOKWIK COMMERCE SOLUTIONS PRIVATE LIMITED,,,Kerala,BTW20 BK,-1,-787.29
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Telangana,Atomik BB20 BK,-1,"-1,757.63"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW100 XTREME BK,-1,"-1,100.85"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Punjab,SBA20 BK,-1,"-1,110.21"
May-2024,07/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,SBA20 BK,-1,"-1,016.10"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,SBA15 BK,-1,-872.01
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Haryana,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Uttar Pradesh,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,ATOMIK BB50 BK,-1,"-4,278.81"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Delhi,BH41-BK,-1,"-1,312.71"
May-2024,07/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,SBA30 BK,-1,"-2,541.53"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Delhi,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,SBA30 BK RCT,-1,"-2,541.53"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW20 BK,-1,-846.61
May-2024,07/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,BH41-BK,-1,"-2,540.68"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BTW20 GR,-1,"-1,587.29"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA15 BK,-1,-829.66
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Delhi,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA15 BK,-2,"-3,344.06"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,ATOMIK BB50 BK,-1,"-4,278.81"
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,West Bengal,ATOMIK-PS30-PRO,-1,"-2,499.15"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA15 BK,-2,"-3,344.06"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BTW20 BK,1,"1,587.29"
May-2024,07/05/2024,Customer Sale,RELIANCE RETAIL (JIO MART),,,Maharashtra,SBA15-GM,-1,-804.24
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA15 BK,2,"3,344.06"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Karnataka,Atomik BB20 RB,-1,"-1,757.63"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Gujarat,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Gujarat,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Karnataka,Atomik BB20 BK,-1,"-1,757.63"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,West Bengal,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Delhi,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,Atomik BB20 RB,-1,"-1,757.63"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,SBA10 GOLD,-1,-973.73
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BH31 BK,-1,"-1,227.97"
May-2024,07/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,BH41-BK,-1,"-1,312.71"
May-2024,07/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06-TYPE-C-BK,-1,-350.85
May-2024,07/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW20 BK,-1,-846.61
May-2024,08/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Aditya Ruhil,Haryana,BH51 Repairing,0,932.2
May-2024,08/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Devendra Sah,Delhi,BE120-BL,1,"1,185.59"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK BB20 BK,-10,"-12,870.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,BTW100 KHROME BL,20,"16,260.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK BB20 BK,10,"12,870.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK BB20 BK,20,"16,260.00"
May-2024,08/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,SBA20-KONCERT-BK,-1,"-1,231.00"
May-2024,08/05/2024,Customer Sale,Kailash Jadhav EMP,,Kailash jadhav,Maharashtra,EM02-TYPE-C-WH,1,100
May-2024,08/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Devendra Sah,Delhi,BE100-XTREME-BK,-1,-931.36
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK BB20 BK,-20,"-16,260.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK BB20 BK,10,"12,870.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,BTW100 XTREME BK,10,"8,810.00"
May-2024,08/05/2024,Customer Sale,RAMA KRISHNA ACCESSORIES HUB,,Punjab,Punjab,ATOMIK-PS30-PRO,24,"48,792.00"
May-2024,08/05/2024,Customer Sale,Kailash Jadhav EMP,,Kailash jadhav,Maharashtra,PS10 BK,1,950
May-2024,08/05/2024,Customer Sale,CPAS TECHNOLOGIES PRIVATE LIMITED,,Karnataka,Karnataka,SBA20-Pro-BK,-500,"-525,000.00"
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Alagarasan k,Karnataka,BT51 BK( Repairing charges),0,338.98
May-2024,09/05/2024,Customer Sale,Susobhan EMP,,CPAS,Karnataka,BTW300-XTREME-BL,1,906
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,GURPREET SINGH RANA,Punjab,EM06-TYPE-C-BK,1,391
May-2024,09/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,BTW12-KHROME-BL,200,"227,458.00"
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Vikrant Sharma,Delhi,EM06-TYPE-C-BK,1,391
May-2024,09/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,BH41-BK,10,"11,669.40"
May-2024,09/05/2024,Customer Sale,Jyoti Sharma-Employee,,Kreative Solutions,Haryana,PS30 BK,1,"2,176.00"
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Tara Hasmukh Gada,Maharashtra,EM06-TYPE-C-BK,1,391
May-2024,09/05/2024,Customer Sale,Shankar V-Employee,,Shankar,Karnataka,PS150-BK,1,"8,621.00"
May-2024,09/05/2024,Customer Sale,ARCO GIFT PRODUCTS,,DELHI2,Delhi,EM06 WH,50,"12,000.00"
May-2024,09/05/2024,Customer Sale,CPAS TECHNOLOGIES PRIVATE LIMITED,,Karnataka,Karnataka,BTW300-XTREME-BK,-100,"-134,400.00"
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Kunal 9892867360,Maharashtra,SBA20-Pro-BK,1,"1,354.24"
May-2024,09/05/2024,Customer Sale,Susobhan EMP,,CPAS,Karnataka,PS10 BK,1,"1,050.00"
May-2024,09/05/2024,Customer Sale,CUSTOMER UNREGISTER,,Kunal 9892867360,Maharashtra,SBA15 BK,-1,-633.05
May-2024,10/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Gurgaon HBX1,Haryana,SBA30 BK,-56,"-112,817.60"
May-2024,10/05/2024,Customer Sale,THE E-ZONE,,Punjab,Punjab,ATOMIK BB50 BK,8,"29,824.80"
May-2024,10/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Hyderabad HYX1,Telangana,SBA30 BK,-85,"-171,241.00"
May-2024,10/05/2024,Customer Sale,THE E-ZONE,,Punjab,Punjab,ATOMIK BB25 BK,2,"6,100.00"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,ATOMIK BB20 RB,-1,"-1,609.32"
May-2024,10/05/2024,Customer Sale,THE E-ZONE,,Punjab,Punjab,ATOMIK-PS30-PRO,16,"32,528.00"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Punjab,BTW09 AIR BK,-1,-846.61
May-2024,10/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,SBA20 BK,-20,"-18,864.40"
May-2024,10/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,SBA20 BK,30,"28,296.60"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Bihar,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,EM06-TYPE-C-BL,-1,-274.58
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,BH41-BL,-1,"-1,270.34"
May-2024,10/05/2024,Customer Sale,THE E-ZONE,,Punjab,Punjab,ATOMIK BB25 BK,3,"9,150.00"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20-KONCERT-BK,-1,"-1,524.58"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20 BK,-1,"-1,143.22"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BT03 BK,-1,-770.34
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Odisha,SBA20 BK,-1,"-1,143.22"
May-2024,10/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA20 BK,-1,"-1,110.21"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20 BK,-1,"-1,143.22"
May-2024,10/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Hyderabad HYX1,Telangana,SBA40 BK,-1,"-2,473.20"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Gujarat,BH41-BL,-1,"-1,270.34"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,ATOMIK BB20 RB,-1,"-1,609.32"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,SBA20 BK,-1,"-1,143.22"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,SBA20 BK,-1,"-1,143.22"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,SBA20 BK,-1,"-1,185.59"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,BT03 BK,-1,-804.24
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBA20-KONCERT-BK,-1,"-1,524.58"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06-TYPE-C-BL,-1,-295.76
May-2024,10/05/2024,Customer Sale,BI WORLD WIDE INDIA PVT. LTD,,CHENNAI,Tamil Nadu,SBA20 BK,20,"18,864.40"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BTW300 BL,-1,"-1,270.34"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,SBA20 BK,-1,"-1,185.59"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Rajasthan,ATOMIK BB20 RB,-1,"-1,609.32"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,ATOMIK BB50 BK,-1,"-4,660.17"
May-2024,10/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,BT03 BK,-1,-804.24
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,2,"1,816.28"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,ATOMIK BB20 RB,1,"1,569.11"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Odisha,ATOMIK BB20 RB,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,"2,032.20"
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Madhya Pradesh,EM06-TYPE-C-BL,1,338.14
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,SBA20-KONCERT-BK,1,"1,503.39"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100-KHROME-PR,1,778.81
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,EM01 TYPE C BK,1,465.25
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Karnataka,ATOMIK BB50 BK,1,"4,660.17"
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Kerala,BTW100 XTREME WH,1,761.86
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW300 BL,1,"1,230.97"
May-2024,11/05/2024,Customer Sale,CASHFREE,,,Karnataka,BE120-BL,1,"1,211.02"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Maharashtra,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Jharkhand,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,West Bengal,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Chattisgarh,ATOMIK BB20 RB,1,"1,569.11"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,DELHIVERY-COD,,,Gujarat,BTW100 XTREME BK,1,"1,164.41"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,BH41-BL,1,"1,270.34"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,ATOMIK BB20 BK,1,"1,524.58"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Bihar,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,ATOMIK BB20 RB,1,"1,488.60"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,West Bengal,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,ATOMIK BB50 BK,1,"4,236.44"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Kerala,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Goa,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Rajasthan,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Maharashtra,EM01 TYPE C BK,1,422.88
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Andhra Pradesh,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Jharkhand,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,SBA100 BK,1,"4,490.68"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100-KHROME-PWH,1,989.45
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Delhi,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW100 XTREME WH,1,828.43
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Gujarat,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Odisha,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,CASHFREE,,,Karnataka,BTW100 XTREME WH,1,846.61
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Delhi,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Tamil Nadu,EM06-TYPE-C-BL,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW100-KHROME-PR,1,941.14
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Manipur,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,SBA15 B,1,846.61
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Telangana,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BTW100 XTREME WH,1,"1,069.96"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,Karnataka,EM01 BK,1,295.76
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BTW100 XTREME WH,1,828.43
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA20-KONCERT-BK,1,"1,408.09"
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,11/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BE120-BL,1,"1,150.47"
May-2024,11/05/2024,Customer Sale,FLIPKART MARKETPLACE-BANGLORE,,,West Bengal,EM01 BK,1,295.76
