Month,Posting Date,Category,CustomerName,,Ship-to Code,BILL TO STATE,Item/Service Description,Qty,Basic Value
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,West Bengal,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA10 BK,-1,-804.24
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM01 TYPE C BK,1,477.97
May-2024,31/05/2024,Customer Sale,BlueDart Express Limited-COD,,,Maharashtra,BTW100 XTREME BK,1,"1,164.41"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,EM06-TYPE-C-BK,1,278.81
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,CASHFREE,,,Gujarat,EM06-TYPE-C-BL,1,223.73
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA20 BK,-1,"-1,100.85"
May-2024,31/05/2024,Customer Sale,DELHIVERY-COD,,,Tamil Nadu,SBA30 BK,1,"2,583.90"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,EM06 BK,-1,-253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Arunachal Pradesh,ATOMIK-PS30-PRO,-1,"-2,541.53"
May-2024,31/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,TS120 BK,2,"13,083.38"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,ATOMIK BB50 BK,-1,"-4,194.07"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW100 XTREME WH,1,"1,071.19"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW100 XTREME BK,-1,"-1,100.85"
May-2024,31/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW300-PLATINUM-BK,79,"237,951.16"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW100-XTREME-BL,-1,-846.61
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Chattisgarh,SBA30 BK,1,"2,541.53"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Chattisgarh,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Himachal Pradesh,BTW300-XTREME-BK,-1,"-1,355.08"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Delhi,EM06-TYPE-C-BK,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Bihar,SBA20-PRO-BK,1,"1,408.09"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 TYPE C BK,1,455.08
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Manipur,EM06-TYPE-C-BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM01 TYPE C BK,1,455.08
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM06 BK,2,506.78
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,ATOMIK-PS30-PRO,1,"2,541.53"
May-2024,31/05/2024,Customer Sale,CASHFREE,,,Chattisgarh,BTW300-XTREME-BK,-1,"-1,397.46"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,EM01 BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,31/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,West Bengal,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM01 BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Haryana,BTW300-GR-RCT,-1,"-1,333.90"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,EM01 TYPE C BK,1,455.08
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,ATOMIK BB20 BK,-1,"-1,609.32"
May-2024,31/05/2024,Customer Sale,BlueDart Express Limited-COD,,,Maharashtra,BTW300 WH,1,"1,333.90"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM01 BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Jammu and Kashmir,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,BTW09-AIR-BL,-1,-592.37
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Madhya Pradesh,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,West Bengal,BTW100-XTREME-BL,-1,"-1,100.85"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM06-TYPE-C-BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM06-TYPE-C-BK,-1,-338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW09-AIR-BL,-1,-597.46
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA10 GOLD,-1,-931.36
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,SBA20 BK,-1,"-1,143.22"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,EM01 TYPE C BK,1,455.08
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Sikkim,EM06 BK,-1,-253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Jharkhand,BTW09-AIR-BL,-1,-592.37
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM01 BK,-1,-295.76
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM06 BK,-1,-253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Meghalaya,BTW09-AIR-BK,-1,-719.49
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW300 BL,1,"1,253.39"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW100 XTREME WH,1,"1,071.19"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,BTW100-XTREME-BL,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,DELHIVERY-COD,,,Haryana,SBA20-KONCERT-BK,1,"1,503.39"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,BTW300 WH,1,"1,230.97"
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW20 WH RCT,1,"1,270.34"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,ACCESSORIES SURGE,,AGRA,Uttar Pradesh,SBW150-NXT-BK,4,"10,844.00"
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BE100-XTREME-BK-RCT,1,"1,070.34"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,BTW100-XTREME-BL,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,BlueDart Express Limited-COD,,,Uttar Pradesh,BTW100 XTREME BK,1,"1,164.41"
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,SBW200 BK,1,"5,931.36"
May-2024,31/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100-LITE-BK,-2,"-1,407.52"
May-2024,31/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED,,Emporium DED5,Haryana,BTW100-XTREME-BL,-2,"-1,591.10"
May-2024,31/05/2024,Customer Sale,BI World India Pvt Ltd(Marketplace),,,Andhra Pradesh,SBA20 BK,1,932.2
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Uttar Pradesh,BTW07 ANC WH RCT,1,"1,821.19"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW100 XTREME BK,1,"1,080.51"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW09-AIR-BL,1,592.37
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 BK,1,321.19
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM06-TYPE-C-BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,EM01 TYPE C BK,1,455.08
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,DELHIVERY-COD,,,Gujarat,SBA01 BK,1,"4,660.17"
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,ATOMIK BB20 BK,1,"1,609.32"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,BTW100 XTREME BK,1,"1,100.85"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,CASHFREE,,,Maharashtra,BTW300-PLATINUM-BK,1,"3,559.32"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,BTW100 XTREME WH,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,BTW01 LITE BK,1,"2,117.80"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA20-KONCERT-BK,1,"1,408.09"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,ATOMIK BB20 BK,1,"1,609.32"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,SBA15 Bk,1,812.71
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW09-AIR-BL,1,829.66
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,SBW100-NXT-BK,1,"2,541.53"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM06-TYPE-C-BK,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Gujarat,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,BTW12-KHROME-PL,1,931.36
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW09-AIR-BK,1,787.29
May-2024,31/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Chattisgarh,ATOMIK BB20 BK,1,"1,609.32"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Rajasthan,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BTW100 XTREME BK,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,BlueDart Express Limited-COD,,,Karnataka,SBW100-NXT-BK,1,"3,431.36"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,EM06-TYPE-C-BL,1,301.69
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20-KONCERT-BK,1,"1,524.58"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,BTW09-AIR-BK,1,804.24
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,CRED-B2C SALE,,,Maharashtra,BTW100-XTREME-BL,1,761.86
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Delhi,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,BTW300-XTREME-BL,1,"1,355.08"
May-2024,31/05/2024,Customer Sale,CASHFREE,,,Uttar Pradesh,BT03-RGB-BK,1,435.59
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Gujarat,EM06-TYPE-C-BL,1,301.69
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,BTW09-AIR-BL,1,804.24
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM01 TYPE C BK,1,477.97
May-2024,31/05/2024,Customer Sale,BlueDart Express Limited-COD,,,West Bengal,BTW100 KHROME BL,1,"1,028.86"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,BTW100 XTREME WH,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,SBA20-PRO-BK,1,"1,355.08"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,BTW12-KHROME-BL,1,"1,016.10"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Bihar,SBA15 Bk,1,812.71
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,BTW300 WH,1,"1,270.34"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,BTW100-XTREME-BL,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Odisha,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Maharashtra,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Maharashtra,ATOMIK BB50 BK,1,"4,744.92"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,VERDICAL SOLUTIONS INDIA PRIVATE LIMITED,,New Delhi,Delhi,BH31 BK,10,"9,483.00"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Telangana,BTW09-AIR-BK,1,804.24
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,SBW100-NXT-BK,1,"2,541.53"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,SBA20-KONCERT-BK,1,"1,408.09"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Haryana,SBA01-KRISP-DOLBY-BK,1,"6,100.85"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,BTW100 XTREME BK,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,BTW100 KHROME BL,1,"1,079.66"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100 KHROME BL,1,989.45
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Telangana,EM01 BK,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA10 GOLD,1,908.94
May-2024,31/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Goa,SBA20-KONCERT-BK,1,"1,440.68"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA15 Bk,1,829.66
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM06-TYPE-C-BK,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW100-XTREME-BL,1,"1,069.96"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Assam,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Maharashtra,BTW12-KHROME-BL,1,989.83
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Karnataka,BTW100-XTREME-BL,1,"1,126.27"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Tamil Nadu,EM06-TYPE-C-BK,1,350.85
May-2024,31/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Maharashtra,BTW100-LITE-BK,1,804.24
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,SBA20-PRO-BK,1,"1,408.09"
May-2024,31/05/2024,Customer Sale,TATACLIQ MARKETPLACE,,,Uttar Pradesh,BTW100 XTREME BK,1,846.61
May-2024,31/05/2024,Customer Sale,PAYTM E-COMMERCE PVT. LTD-B2C,,,Maharashtra,BH41-BK,1,"1,295.76"
May-2024,31/05/2024,Customer Sale,CASHFREE,,,Kerala,SBA01-KRISP-DOLBY-BK,1,"6,842.37"
May-2024,31/05/2024,Customer Sale,CRED-B2C SALE,,,Maharashtra,SBA20 BK,1,"1,100.85"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Chandigarh,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Gujarat,EM06-TYPE-C-BL,1,301.69
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,EM06 BK,1,266.1
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,SBW100-NXT-BK,1,"2,541.53"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Uttar Pradesh,EM06-TYPE-C-BL,1,301.69
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,SBA15 Bk,1,829.66
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Tamil Nadu,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Madhya Pradesh,SBA20-PRO-BK,1,"1,439.83"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Karnataka,BTW100 XTREME BK,1,"1,100.85"
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Madhya Pradesh,EM01 BK,1,338.14
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Karnataka,BTW100 KHROME BK,1,989.45
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Andhra Pradesh,EM06-TYPE-C-BK,1,350.85
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,EM06-TYPE-C-BL,1,350.85
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Kerala,SBW100-NXT-BK,1,"3,388.98"
May-2024,31/05/2024,Customer Sale,CRED-B2C SALE,,,Karnataka,BTW100-XTREME-BL,1,761.86
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,West Bengal,EM06 BK,1,253.39
May-2024,31/05/2024,Customer Sale,FLIPKART MARKETPLACE-MUMBAI,,,Andhra Pradesh,BTW100 XTREME BK,1,"1,100.85"
May-2024,31/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Gujarat,BTW100 KHROME BL,1,989.45
